SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:CA:E1,2020-07-04 22:50:14.460305,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-79
1,DC:A6:32:33:CA:E1,2020-07-04 22:50:15.202364,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
2,DC:A6:32:33:CA:E1,2020-07-04 22:50:17.207471,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-79
3,DC:A6:32:33:CA:E1,2020-07-04 22:50:19.212445,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-80
4,DC:A6:32:33:CA:E1,2020-07-04 22:50:20.008756,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-80
5,DC:A6:32:33:CA:E1,2020-07-04 22:50:22.013798,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
6,DC:A6:32:33:CA:E1,2020-07-04 22:50:24.018754,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-79
7,DC:A6:32:33:CA:E1,2020-07-04 22:50:26.023888,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-79
8,DC:A6:32:33:CA:E1,2020-07-04 22:50:28.028893,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-79
9,DC:A6:32:33:CA:E1,2020-07-04 22:50:30.031406,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-80
10,DC:A6:32:33:CA:E1,2020-07-04 22:50:32.036429,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-81
11,DC:A6:32:33:CA:E1,2020-07-04 22:50:33.331459,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-81
12,DC:A6:32:33:CA:E1,2020-07-04 22:50:34.147761,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-77
13,DC:A6:32:33:CA:E1,2020-07-04 22:50:35.882736,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
14,DC:A6:32:33:CA:E1,2020-07-04 22:50:36.015786,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-80
15,DC:A6:32:33:CA:E1,2020-07-04 22:50:38.020274,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
16,DC:A6:32:33:CA:E1,2020-07-04 22:50:40.025323,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-80
17,DC:A6:32:33:CA:E1,2020-07-04 22:50:42.030402,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-80
18,DC:A6:32:33:CA:E1,2020-07-04 22:50:44.035476,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-79
19,DC:A6:32:33:CA:E1,2020-07-04 22:50:46.040448,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
20,DC:A6:32:33:CA:E1,2020-07-04 22:50:47.235493,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
21,DC:A6:32:33:CA:E1,2020-07-04 22:50:49.240616,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-81
22,DC:A6:32:33:CA:E1,2020-07-04 22:50:50.070547,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
23,DC:A6:32:33:CA:E1,2020-07-04 22:50:52.075580,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
24,DC:A6:32:33:CA:E1,2020-07-04 22:50:54.080692,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-80
25,DC:A6:32:33:CA:E1,2020-07-04 22:50:56.085727,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
26,DC:A6:32:33:CA:E1,2020-07-04 22:50:57.489464,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
27,DC:A6:32:33:CA:E1,2020-07-04 22:50:58.090708,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
28,DC:A6:32:33:CA:E1,2020-07-04 22:51:00.095785,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-79
29,DC:A6:32:33:CA:E1,2020-07-04 22:51:02.100830,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
30,DC:A6:32:33:CA:E1,2020-07-04 22:51:04.105885,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-79
31,DC:A6:32:33:CA:E1,2020-07-04 22:51:05.103307,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-80
32,DC:A6:32:33:CA:E1,2020-07-04 22:51:07.108351,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-81
33,DC:A6:32:33:CA:E1,2020-07-04 22:51:08.433360,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-80
34,DC:A6:32:33:CA:E1,2020-07-04 22:51:10.438479,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-81
35,DC:A6:32:33:CA:E1,2020-07-04 22:51:12.443531,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-77
36,DC:A6:32:33:CA:E1,2020-07-04 22:51:14.448527,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-80
37,DC:A6:32:33:CA:E1,2020-07-04 22:51:15.376564,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
38,DC:A6:32:33:CA:E1,2020-07-04 22:51:16.034767,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
39,DC:A6:32:33:CA:E1,2020-07-04 22:51:17.146019,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-79
40,DC:A6:32:33:CA:E1,2020-07-04 22:51:19.151165,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-81
41,DC:A6:32:33:CA:E1,2020-07-04 22:51:20.382380,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-81
42,DC:A6:32:33:CA:E1,2020-07-04 22:51:21.234831,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-80
43,DC:A6:32:33:CA:E1,2020-07-04 22:51:23.239871,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
44,DC:A6:32:33:CA:E1,2020-07-04 22:51:24.760021,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-79
45,DC:A6:32:33:CA:E1,2020-07-04 22:51:25.009946,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
46,DC:A6:32:33:CA:E1,2020-07-04 22:51:27.014973,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-81
47,DC:A6:32:33:CA:E1,2020-07-04 22:51:29.019996,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
48,DC:A6:32:33:CA:E1,2020-07-04 22:51:31.025207,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-79
49,DC:A6:32:33:CA:E1,2020-07-04 22:51:33.030152,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-79
50,DC:A6:32:33:CA:E1,2020-07-04 22:51:35.035204,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
51,DC:A6:32:33:CA:E1,2020-07-04 22:51:37.040229,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
52,DC:A6:32:33:CA:E1,2020-07-04 22:51:39.045255,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-80
53,DC:A6:32:33:CA:E1,2020-07-04 22:51:40.011482,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
54,DC:A6:32:33:CA:E1,2020-07-04 22:51:41.046547,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-81
55,DC:A6:32:33:CA:E1,2020-07-04 22:51:42.131501,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
56,DC:A6:32:33:CA:E1,2020-07-04 22:51:43.006580,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
57,DC:A6:32:33:CA:E1,2020-07-04 22:51:45.011590,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-81
58,DC:A6:32:33:CA:E1,2020-07-04 22:51:47.016737,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-77
59,DC:A6:32:33:CA:E1,2020-07-04 22:51:49.021650,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
60,DC:A6:32:33:CA:E1,2020-07-04 22:51:51.026700,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-79
61,DC:A6:32:33:CA:E1,2020-07-04 22:51:53.031717,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-78
62,DC:A6:32:33:CA:E1,2020-07-04 22:51:54.111779,396df544-be6a-11ea-b5c0-dca63233cae0,1,1,1,-80
